,order_number,order_date,ship_date,customer_name,channel,warehouse_code,suburb,product,order_quantity,city,unit_price,unit_cost,revenue
7308,SO - 0006584,2019-09-14,2019-09-17,Medsep Group,Distributor,FLR025,Dannemora,Product 12,11,Manukau,1672.3200000000002,1103.7312000000002,6254.4768
7309,SO - 0006759,2019-09-14,2019-09-26,S.S.S. Group,Wholesale,FLR025,Milson,Product 6,7,Palmerston North,659.28,349.4184,2169.0311999999994
7310,SO - 0007457,2019-09-14,2019-09-24,21st Ltd,Distributor,FLR025,Dannemora,Product 3,8,Manukau,668.928,408.04608,2087.05536
7311,SO - 0007751,2019-09-14,2019-10-02,"Exact-Rx, Corp",Distributor,FLR025,New Lynn,Product 13,10,Waitakere,546.72,229.6224,3170.9760000000006
7312,SO - 0002740,2019-09-15,2019-09-18,Apollo Ltd,Distributor,FLR025,Ngatea,Product 2,11,Hauraki,3999.9,1879.953,23319.417
7313,SO - 0003273,2019-09-15,2019-09-22,"Exact-Rx, Corp",Wholesale,FLR025,Kingsland,Product 9,5,Auckland,522.6,407.628,574.8600000000001
7314,SO - 0003989,2019-09-15,2019-09-24,Medline ,Distributor,FLR025,Te Atatu Peninsula,Product 2,10,Waitakere,3169.1,1331.022,18380.78
7315,SO - 0004272,2019-09-15,2019-09-22,Pacific Ltd,Wholesale,FLR025,Chartwell,Product 5,11,Hamilton,1354.74,718.0122,7004.0058
7316,SO - 0004496,2019-09-15,2019-09-21,21st Ltd,Distributor,FLR025,Stewart Island,Product 5,7,Southland,152.76,125.26319999999998,192.47760000000005
7317,SO - 0004627,2019-09-15,2019-09-22,E. Ltd,Wholesale,FLR025,Sandringham,Product 2,8,Auckland,1065.3,575.2620000000001,3920.303999999999
7318,SO - 0007115,2019-09-15,2019-09-19,OUR Ltd,Distributor,FLR025,Maraenui,Product 7,10,Napier,4779.78,3584.835,11949.449999999997
7319,SO - 0007650,2019-09-15,2019-09-25,Burt's Corp,Wholesale,FLR025,Barrington,Product 5,11,Christchurch,3143.6400000000003,2294.8572,9336.610800000004
7320,SO - 0001051,2019-09-16,2019-09-22,Nipro ,Wholesale,FLR025,Ngatea,Product 7,6,Hauraki,2566.1,1334.372,7390.367999999999
7321,SO - 0002224,2019-09-16,2019-09-24,"Fenwal, Corp",Export,FLR025,New Lynn,Product 1,9,Waitakere,4119.16,2141.9632,17794.771199999996
7322,SO - 0004382,2019-09-16,2019-09-21,Eminence Corp,Wholesale,FLR025,Parklands,Product 6,12,Christchurch,1051.9,568.0260000000001,5806.488
7323,SO - 0004427,2019-09-16,2019-09-29,Pure Group,Wholesale,FLR025,Parklands,Product 2,10,Christchurch,1784.88,999.5328000000001,7853.472000000001
7324,SO - 0005555,2019-09-16,2019-09-25,U.S. Ltd,Wholesale,FLR025,North East Valley,Product 4,8,Dunedin,546.72,366.3024,1443.3408000000004
7325,SO - 0006173,2019-09-16,2019-09-20,Eminence Corp,Wholesale,FLR025,Manurewa East,Product 7,9,Manukau,152.76,113.0424,357.4583999999999
7326,SO - 0007020,2019-09-16,2019-09-27,Pacific Ltd,Distributor,FLR025,Port Taranaki,Product 1,9,New Plymouth,1590.8480000000002,811.33248,7015.639680000001
7327,SO - 000176,2019-09-17,2019-09-26,Wuxi Group,Wholesale,FLR025,Epsom,Product 11,8,Auckland,1582.2720000000002,806.9587200000001,6202.506240000001
7328,SO - 0001933,2019-09-17,2019-09-25,Capweld ,Distributor,FLR025,Northcote,Product 11,6,North Shore,254.6,216.41,229.14
7329,SO - 0002598,2019-09-17,2019-10-01,OUR Ltd,Export,FLR025,Cashmere,Product 7,8,Christchurch,4006.6,1762.904,17949.568
7330,SO - 0005245,2019-09-17,2019-09-20,21st Ltd,Distributor,FLR025,Kawakawa,Product 2,7,Far North,150.08,60.03200000000001,630.336
7331,SO - 0005803,2019-09-17,2019-09-28,Medline ,Wholesale,FLR025,Algies Bay,Product 7,12,Rodney,1051.096,599.12472,5423.65536
7332,SO - 0003639,2019-09-18,2019-09-26,Select ,Wholesale,FLR025,Titirangi,Product 11,11,Waitakere,1244.391,622.1955,6844.150500000001
7333,SO - 0004319,2019-09-18,2019-10-05,Linde ,Wholesale,FLR025,Kingsland,Product 2,9,Auckland,1335.0420000000001,640.8201600000001,6247.9965600000005
7334,SO - 0004761,2019-09-18,2019-09-29,Victory Ltd,Distributor,FLR025,Otaki Beach,Product 2,10,Kapiti Coast,1398.9599999999998,601.5527999999999,7974.071999999998
7335,SO - 0006649,2019-09-18,2019-09-26,Prasco Group,Distributor,FLR025,Manurewa East,Product 2,7,Manukau,651.776,430.17216,1551.2268799999995
7336,SO - 0006695,2019-09-18,2019-09-29,AuroMedics Corp,Wholesale,FLR025,Napier South,Product 5,5,Napier,4161.772000000001,3246.1821600000003,4577.949200000003
7337,SO - 0007169,2019-09-18,2019-09-21,Winthrop ,Wholesale,FLR025,Timberlea,Product 11,6,Upper Hutt,1118.9,514.6940000000001,3625.236
7338,SO - 0007688,2019-09-18,2019-09-21,Burt's Corp,Distributor,FLR025,Parklands,Product 9,9,Christchurch,1136.32,806.7872,2965.7951999999996
7339,SO - 000994,2019-09-19,2019-10-02,"Elorac, Corp",Distributor,FLR025,Opaheke,Product 2,7,Papakura,1100.81,836.6156000000001,1849.360799999999
7340,SO - 0002082,2019-09-19,2019-10-06,Ascend Ltd,Wholesale,FLR025,Maraenui,Product 2,6,Napier,1058.6000000000001,730.4340000000001,1968.9960000000003
7341,SO - 0002778,2019-09-19,2019-10-02,"Elorac, Corp",Distributor,FLR025,Cambridge,Product 12,5,Waipa,132.92800000000003,107.67168000000002,126.28160000000001
7342,SO - 0002867,2019-09-19,2019-09-23,AuroMedics Corp,Wholesale,FLR025,Timaru Central,Product 11,5,Timaru,112.55999999999999,50.652,309.53999999999996
7343,SO - 0003509,2019-09-19,2019-09-25,Nipro ,Distributor,FLR025,Cashmere,Product 13,8,Christchurch,2479.0,1834.46,5156.32
7344,SO - 0005025,2019-09-19,2019-09-24,"PEDIFIX, Corp",Distributor,FLR025,Stewart Island,Product 2,7,Southland,201.0,120.6,562.8000000000001
7345,SO - 0005045,2019-09-19,2019-09-25,Pure Group,Distributor,FLR025,Harewood,Product 8,11,Christchurch,5788.13,2488.8959,36291.5751
7346,SO - 0007272,2019-09-19,2019-09-29,Avon Corp,Wholesale,FLR025,Parklands,Product 5,8,Christchurch,3993.2000000000003,2795.2400000000002,9583.68
7347,SO - 0003542,2019-09-20,2019-10-01,Ole Group,Wholesale,FLR025,Cambridge,Product 2,12,Waipa,1708.5,1025.1,8200.800000000001
7348,SO - 0005127,2019-09-20,2019-09-23,Linde ,Wholesale,FLR025,Otaki Beach,Product 2,5,Kapiti Coast,136.68,88.84200000000001,239.18999999999997
7349,SO - 0006330,2019-09-20,2019-10-02,Bare ,Wholesale,FLR025,Northcote,Product 11,8,North Shore,1897.44,967.6944,7437.964800000001
7350,SO - 0008087,2019-09-20,2019-09-27,Weimei Corp,Export,FLR025,Barrington,Product 11,6,Christchurch,140.7,73.164,405.2159999999999
7351,SO - 000281,2019-09-21,2019-09-26,Ei ,Export,FLR025,Brightwater,Product 7,11,Tasman,1005.0,643.1999999999999,3979.8000000000006
7352,SO - 000292,2019-09-21,2019-09-28,Ei ,Distributor,FLR025,Kawakawa,Product 11,6,Far North,1260.873,542.1753900000001,4312.185659999999
7353,SO - 0001080,2019-09-21,2019-10-07,Uriel Group,Distributor,FLR025,Te Kuiti,Product 2,7,Waitomo,3886.0,2215.02,11696.86
7354,SO - 0003155,2019-09-21,2019-10-06,Ascend Ltd,Wholesale,FLR025,Epsom,Product 1,6,Auckland,2385.2000000000003,1240.304,6869.376000000001
7355,SO - 0003187,2019-09-21,2019-10-01,Amylin Group,Wholesale,FLR025,Frimley,Product 5,8,Hastings,1835.8,1248.344,4699.647999999999
7356,SO - 0004001,2019-09-21,2019-09-28,WakeFern ,Distributor,FLR025,Maraenui,Product 1,6,Napier,2508.48,1153.9008000000001,8127.475199999999
7357,SO - 0004142,2019-09-21,2019-09-30,Rochester Ltd,Wholesale,FLR025,Harewood,Product 4,6,Christchurch,2284.7000000000003,1416.5140000000001,5209.116000000001
7358,SO - 0005837,2019-09-21,2019-10-06,Weimei Corp,Export,FLR025,Okitu,Product 5,7,Gisborne,797.5680000000001,422.7110400000001,2623.99872
7359,SO - 0001116,2019-09-22,2019-09-29,"Exact-Rx, Corp",Wholesale,FLR025,Nightcaps,Product 1,8,Southland,1511.5200000000002,967.3728000000001,4353.177600000001
7360,SO - 0001474,2019-09-22,2019-10-06,Winthrop ,Export,FLR025,Brightwater,Product 2,7,Tasman,1302.0780000000002,651.0390000000001,4557.273000000001
7361,SO - 0002756,2019-09-22,2019-10-10,Dharma Ltd,Wholesale,FLR025,Otamatea,Product 7,5,Wanganui,3814.98,2365.2876,7248.4619999999995
7362,SO - 0003396,2019-09-22,2019-10-02,"Apotheca, Ltd",Export,FLR025,Opawa,Product 6,12,Christchurch,2351.7,1881.3600000000001,5644.079999999996
7363,SO - 0004816,2019-09-22,2019-10-06,Bare ,Distributor,FLR025,Eketahuna,Product 5,5,Tararua,1721.9,1050.359,3357.705000000001
7364,SO - 0005138,2019-09-22,2019-10-10,Medsep Group,Wholesale,FLR025,Taupo,Product 6,7,Taupo,5540.900000000001,2437.996,21720.328
7365,SO - 0005629,2019-09-22,2019-10-06,Select ,Wholesale,FLR025,Riverside,Product 1,10,Whangarei,2323.56,1905.3191999999997,4182.408000000003
7366,SO - 0005715,2019-09-22,2019-10-08,Ole Group,Wholesale,FLR025,Wanaka,Product 11,9,Queenstown-Lakes,112.55999999999999,69.7872,384.9551999999999
7367,SO - 000693,2019-09-23,2019-10-02,Uriel Group,Wholesale,FLR025,Highbury,Product 7,5,Palmerston North,5567.7,3229.2659999999996,11692.170000000002
7368,SO - 0002406,2019-09-23,2019-09-30,Sundial ,Distributor,FLR025,Opawa,Product 11,10,Christchurch,2335.62,934.248,14013.719999999998
7369,SO - 0003922,2019-09-23,2019-09-30,OHTA'S Corp,Export,FLR025,Harewood,Product 7,10,Christchurch,2736.012,1805.76792,9302.440800000002
7370,SO - 0004378,2019-09-23,2019-09-27,Select ,Export,FLR025,Cashmere,Product 1,12,Christchurch,2355.7200000000003,1436.9892,11024.769600000003
7371,SO - 0004384,2019-09-23,2019-10-06,Pacific Ltd,Distributor,FLR025,Waimate,Product 6,6,Waimate,2529.92,1568.5504,5768.2176
7372,SO - 0004419,2019-09-23,2019-09-27,"Fenwal, Corp",Distributor,FLR025,Palmerston North,Product 9,5,Palmerston North,2547.072,1986.7161600000002,2801.7792
7373,SO - 0005198,2019-09-23,2019-10-06,OUR Ltd,Wholesale,FLR025,Henderson,Product 11,10,Waitakere,6008.292,3544.89228,24633.997200000005
7374,SO - 0005464,2019-09-23,2019-09-27,U.S. Ltd,Export,FLR025,Barrington,Product 3,8,Christchurch,3863.488,2511.2672000000002,10817.766399999997
7375,SO - 0006937,2019-09-23,2019-09-29,OUR Ltd,Export,FLR025,Nightcaps,Product 9,7,Southland,694.6560000000001,507.09888000000007,1312.89984
7376,SO - 0008040,2019-09-23,2019-10-06,"3LAB, Ltd",Export,FLR025,Hataitai,Product 7,10,Wellington,502.5,201.0,3015.0
7377,SO - 0001675,2019-09-24,2019-10-01,"3LAB, Ltd",Wholesale,FLR025,Tokoroa,Product 14,8,South Waikato,1809.0,759.78,8393.76
7378,SO - 0003453,2019-09-24,2019-10-02,21st Ltd,Wholesale,FLR025,Queenwood,Product 11,12,Hamilton,2345.0,1969.8,4502.400000000001
7379,SO - 0004029,2019-09-24,2019-10-06,"Fenwal, Corp",Wholesale,FLR025,Palmerston North,Product 14,7,Palmerston North,2805.29,1486.8037000000002,9229.404099999998
7380,SO - 0005662,2019-09-24,2019-10-05,Ohio ,Wholesale,FLR025,Rototuna,Product 11,6,Hamilton,150.08,94.55040000000001,333.1776
7381,SO - 0006955,2019-09-24,2019-10-03,Bare ,Wholesale,FLR025,Tokoroa,Product 12,12,South Waikato,3871.26,2748.5946,13471.984800000004
7382,SO - 0001493,2019-09-25,2019-09-29,"Exact-Rx, Corp",Distributor,FLR025,Eketahuna,Product 13,11,Tararua,1045.2,522.6,5748.6
7383,SO - 0001546,2019-09-25,2019-09-29,"Exact-Rx, Corp",Distributor,FLR025,Onekawa Industrial,Product 14,7,Napier,2525.632,1288.07232,8662.91776
7384,SO - 0001903,2019-09-25,2019-10-06,OUR Ltd,Wholesale,FLR025,Cashmere,Product 5,12,Christchurch,924.6,656.466,3217.608
7385,SO - 0003081,2019-09-25,2019-10-13,Ole Group,Distributor,FLR025,Algies Bay,Product 13,9,Rodney,596.032,327.8176,2413.9296
7386,SO - 0003729,2019-09-25,2019-10-01,Amylin Group,Wholesale,FLR025,Harrowfield,Product 9,9,Hamilton,6583.554000000001,4476.816720000001,18960.635520000003
7387,SO - 0004937,2019-09-25,2019-10-02,Bare ,Wholesale,FLR025,Onekawa Industrial,Product 5,10,Napier,1081.3799999999999,821.8488,2595.311999999999
7388,SO - 0005161,2019-09-25,2019-10-08,Ohio ,Wholesale,FLR025,Tapanui,Product 3,9,Clutha,3162.4,1739.3200000000002,12807.72
7389,SO - 0005985,2019-09-25,2019-10-01,Medline ,Wholesale,FLR025,Te Aroha,Product 11,7,Matamata-Piako,728.96,437.376,2041.0880000000004
7390,SO - 0006528,2019-09-25,2019-09-29,"Elorac, Corp",Export,FLR025,Pukekohe,Product 9,6,Franklin,2551.36,1607.3568,5664.019200000001
7391,SO - 0007295,2019-09-25,2019-10-03,"Fenwal, Corp",Wholesale,FLR025,Cannons Creek,Product 11,8,Porirua,607.02,455.26500000000004,1214.0399999999995
7392,SO - 0007408,2019-09-25,2019-09-28,Winthrop ,Wholesale,FLR025,Chartwell,Product 1,12,Hamilton,5540.900000000001,2659.632,34575.21600000001
7393,SO - 000249,2019-09-26,2019-10-10,Sundial ,Wholesale,FLR025,North East Valley,Product 10,12,Dunedin,227.8,100.232,1530.8160000000003
7394,SO - 000273,2019-09-26,2019-10-10,Qualitest ,Export,FLR025,Dannevirke,Product 1,9,Tararua,3252.716,2439.537,7318.611000000001
7395,SO - 0002642,2019-09-26,2019-10-05,Ole Group,Distributor,FLR025,Tapanui,Product 1,6,Clutha,542.6999999999999,271.34999999999997,1628.1
7396,SO - 0002875,2019-09-26,2019-10-04,"Elorac, Corp",Distributor,FLR025,Timaru Central,Product 9,7,Timaru,104.52000000000001,62.712,292.65600000000006
7397,SO - 0004008,2019-09-26,2019-09-29,E. Ltd,Wholesale,FLR025,Te Aroha,Product 8,10,Matamata-Piako,1025.1000000000001,676.5660000000001,3485.34
7398,SO - 0007817,2019-09-26,2019-10-08,Uriel Group,Export,FLR025,Henderson,Product 2,7,Waitakere,111.48800000000001,53.51424,405.8163200000001
7399,SO - 000237,2019-09-27,2019-10-11,Sundial ,Wholesale,FLR025,Waimate,Product 1,10,Waimate,1102.016,694.27008,4077.4592000000007
7400,SO - 0001780,2019-09-27,2019-10-14,Ole Group,Wholesale,FLR025,Birkdale,Product 1,5,North Shore,174.20000000000002,85.358,444.21000000000004
7401,SO - 0002210,2019-09-27,2019-10-12,Pacific Ltd,Distributor,FLR025,Turangi,Product 1,8,Taupo,1522.24,974.2336,4384.0512
7402,SO - 0003060,2019-09-27,2019-10-14,Qualitest ,Wholesale,FLR025,Dannemora,Product 7,12,Manukau,1118.9,693.7180000000001,5102.184
7403,SO - 0003537,2019-09-27,2019-10-08,Eminence Corp,Wholesale,FLR025,Queenwood,Product 11,9,Hamilton,1279.7,870.1960000000001,3685.535999999999
7404,SO - 0004503,2019-09-27,2019-10-10,Nipro ,Distributor,FLR025,Epsom,Product 7,8,Auckland,1511.5200000000002,634.8384,7013.452800000002
7405,SO - 0004709,2019-09-27,2019-09-30,Ole Group,Wholesale,FLR025,Timaru Central,Product 5,10,Timaru,137.216,78.21312,590.0288
7406,SO - 0005497,2019-09-27,2019-10-04,Winthrop ,Distributor,FLR025,Onekawa Industrial,Product 4,9,Napier,2818.422,1578.3163200000001,11160.95112
7407,SO - 0006090,2019-09-27,2019-10-15,Amylin Group,Wholesale,FLR025,Hunterville,Product 4,7,Rangitikei,111.48800000000001,55.74400000000001,390.208
7408,SO - 0006211,2019-09-27,2019-10-04,Victory Ltd,Distributor,FLR025,Barrington,Product 1,8,Christchurch,707.52,573.0912000000001,1075.4303999999993
7409,SO - 0007040,2019-09-27,2019-10-03,Rochester Ltd,Distributor,FLR025,Parklands,Product 9,9,Christchurch,3584.5,2831.755,6774.704999999999
7410,SO - 0007407,2019-09-27,2019-10-02,U.S. Ltd,Distributor,FLR025,Harewood,Product 13,12,Christchurch,2323.962,1185.22062,13664.89656
7411,SO - 0001839,2019-09-28,2019-10-08,Prasco Group,Export,FLR025,Caversham,Product 7,12,Dunedin,3263.436,1468.5462,21538.677600000003
7412,SO - 0002770,2019-09-28,2019-10-01,OHTA'S Corp,Wholesale,FLR025,Opawa,Product 2,7,Christchurch,140.7,99.897,285.62099999999987
7413,SO - 0003850,2019-09-28,2019-10-05,OHTA'S Corp,Wholesale,FLR025,Frimley,Product 9,6,Hastings,1698.0480000000002,950.9068800000002,4482.84672
7414,SO - 0004957,2019-09-28,2019-10-15,Qualitest ,Wholesale,FLR025,Maraenui,Product 3,9,Napier,2917.3140000000003,1808.73468,9977.213880000003
7415,SO - 0005913,2019-09-28,2019-10-08,Prasco Group,Distributor,FLR025,Te Kuiti,Product 5,11,Waitomo,1051.9,673.2160000000001,4165.523999999999
7416,SO - 0005926,2019-09-28,2019-10-04,Burt's Corp,Distributor,FLR025,Epsom,Product 13,6,Auckland,3296.4,1648.2,9889.2
7417,SO - 0006158,2019-09-28,2019-10-11,Select ,Wholesale,FLR025,Hillsborough,Product 7,7,Auckland,542.6999999999999,314.766,1595.5379999999993
7418,SO - 0006970,2019-09-28,2019-10-08,U.S. Ltd,Distributor,FLR025,Hillsborough,Product 9,7,Auckland,2482.752,2060.68416,2954.474880000001
7419,SO - 0001180,2019-09-29,2019-10-16,Ei ,Export,FLR025,Stewart Island,Product 1,5,Southland,553.152,342.95423999999997,1050.9888000000003
7420,SO - 0002894,2019-09-29,2019-10-17,OUR Ltd,Distributor,FLR025,Ebdentown,Product 13,5,Upper Hutt,1306.5,548.73,3788.85
7421,SO - 0003141,2019-09-29,2019-10-10,Linde ,Wholesale,FLR025,Timaru Central,Product 7,10,Timaru,615.0600000000001,510.49980000000005,1045.602
7422,SO - 0004781,2019-09-29,2019-10-11,Wuxi Group,Export,FLR025,Cannons Creek,Product 1,6,Porirua,466.32,279.792,1119.1680000000001
7423,SO - 0005284,2019-09-29,2019-10-04,Sundial ,Distributor,FLR025,Eketahuna,Product 1,12,Tararua,2343.66,1124.9568,14624.4384
7424,SO - 0005730,2019-09-29,2019-10-12,Capweld ,Wholesale,FLR025,Taupo,Product 7,11,Taupo,6184.1,3339.414,31291.546000000002
7425,SO - 000442,2019-09-30,2019-10-03,U.S. Ltd,Export,FLR025,Bay View,Product 6,12,Napier,2299.44,1862.5464,5242.723200000001
7426,SO - 000912,2019-09-30,2019-10-17,"Elorac, Corp",Wholesale,FLR025,Northcote,Product 14,6,North Shore,2315.721,1621.0046999999997,4168.297800000002
7427,SO - 0003943,2019-09-30,2019-10-09,"Elorac, Corp",Wholesale,FLR025,Whangamata,Product 9,8,Thames-Coromandel,1192.6000000000001,500.89200000000005,5533.664000000001
7428,SO - 0005513,2019-09-30,2019-10-15,ETUDE Ltd,Distributor,FLR025,Kaiapoi,Product 7,10,Waimakariri,3303.1,2312.1699999999996,9909.300000000003
7429,SO - 0005518,2019-09-30,2019-10-07,Pacific Ltd,Distributor,FLR025,Barrington,Product 5,8,Christchurch,1644.18,1282.4604000000002,2893.756799999999
7430,SO - 0005861,2019-09-30,2019-10-13,Pacific Ltd,Export,FLR025,Epsom,Product 5,5,Auckland,2299.239,1195.60428,5518.1736
7431,SO - 0006280,2019-09-30,2019-10-04,Niconovum Corp,Distributor,FLR025,Hillsborough,Product 4,5,Auckland,1755.4,754.822,5002.89
7432,SO - 0006315,2019-09-30,2019-10-06,Ole Group,Export,FLR025,Kingsland,Product 1,5,Auckland,3973.1,2066.012,9535.439999999999
7433,SO - 0007051,2019-09-30,2019-10-12,Dharma Ltd,Wholesale,FLR025,Saint Kilda,Product 1,10,Dunedin,724.672,362.336,3623.36
7434,SO - 0007159,2019-09-30,2019-10-14,"3LAB, Ltd",Wholesale,FLR025,Tokoroa,Product 8,7,South Waikato,562.8,230.748,2324.3639999999996
7435,SO - 0007702,2019-09-30,2019-10-07,21st Ltd,Wholesale,FLR025,Onekawa Industrial,Product 2,11,Napier,2619.7000000000003,1414.6380000000001,13255.682
7436,SO - 000552,2019-10-01,2019-10-17,"Exact-Rx, Corp",Wholesale,FLR025,Regent,Product 9,9,Whangarei,3953.0,1818.38,19211.579999999998
7437,SO - 0001744,2019-10-01,2019-10-07,Ohio ,Wholesale,FLR025,Putaruru,Product 5,9,South Waikato,1792.92,950.2476000000001,7584.051599999999
7438,SO - 0002772,2019-10-01,2019-10-19,Amylin Group,Wholesale,FLR025,Putaruru,Product 11,6,South Waikato,1735.3,1336.181,2394.7139999999995
7439,SO - 0003069,2019-10-01,2019-10-07,"Fenwal, Corp",Wholesale,FLR025,Turangi,Product 9,5,Taupo,751.74,496.14840000000004,1277.9579999999999
7440,SO - 0003182,2019-10-01,2019-10-06,Nipro ,Wholesale,FLR025,Henderson,Product 1,8,Waitakere,2499.1,1449.4779999999998,8396.976
7441,SO - 0003963,2019-10-01,2019-10-16,"Exact-Rx, Corp",Distributor,FLR025,Napier South,Product 9,11,Napier,733.248,571.93344,1774.4601600000003
7442,SO - 0006218,2019-10-01,2019-10-14,Rochester Ltd,Distributor,FLR025,Kawakawa,Product 13,7,Far North,647.22,284.77680000000004,2537.1023999999998
7443,SO - 0006236,2019-10-01,2019-10-16,Weimei Corp,Wholesale,FLR025,Chartwell,Product 7,6,Hamilton,3831.06,1647.3558,13102.2252
7444,SO - 0007547,2019-10-01,2019-10-17,"Exact-Rx, Corp",Wholesale,FLR025,Kaiapoi,Product 2,5,Waimakariri,132.66,61.0236,358.18199999999996
7445,SO - 0001418,2019-10-02,2019-10-20,O.E. Ltd,Export,FLR025,Brightwater,Product 3,6,Tasman,3565.7400000000002,2745.6198,4920.721200000002
7446,SO - 0001550,2019-10-02,2019-10-18,Apollo Ltd,Wholesale,FLR025,Hataitai,Product 13,10,Wellington,4204.384,2270.36736,19340.1664
7447,SO - 0002655,2019-10-02,2019-10-06,Qualitest ,Wholesale,FLR025,Takaro,Product 7,10,Palmerston North,1728.6000000000001,985.302,7432.980000000001
7448,SO - 0003514,2019-10-02,2019-10-07,Eminence Corp,Wholesale,FLR025,Bay View,Product 7,12,Napier,1376.247,770.6983200000001,7266.58416
7449,SO - 0005048,2019-10-02,2019-10-19,Ei ,Wholesale,FLR025,Henderson,Product 1,12,Waitakere,1037.16,435.60720000000003,7218.633600000001
7450,SO - 0005085,2019-10-02,2019-10-15,Ascend Ltd,Wholesale,FLR025,New Lynn,Product 11,5,Waitakere,3387.52,1998.6368,6944.416
7451,SO - 0006239,2019-10-02,2019-10-05,U.S. Ltd,Wholesale,FLR025,Dannemora,Product 5,12,Manukau,1435.14,846.7325999999999,7060.888800000002
7452,SO - 0007777,2019-10-02,2019-10-14,AuroMedics Corp,Export,FLR025,Barrington,Product 7,12,Christchurch,891.1,757.435,1603.980000000001
7453,SO - 0001672,2019-10-03,2019-10-10,OUR Ltd,Distributor,FLR025,Tokoroa,Product 1,10,South Waikato,1775.5,958.7700000000001,8167.299999999999
7454,SO - 0002484,2019-10-03,2019-10-20,Nipro ,Distributor,FLR025,Timberlea,Product 1,5,Upper Hutt,1648.2,1137.2579999999998,2554.710000000001
7455,SO - 0003552,2019-10-03,2019-10-19,AuroMedics Corp,Wholesale,FLR025,Birkdale,Product 6,9,North Shore,506.52,369.7596,1230.8436000000002
7456,SO - 0003662,2019-10-03,2019-10-08,Qualitest ,Distributor,FLR025,Otaki Beach,Product 9,8,Kapiti Coast,1045.2,616.668,3428.2560000000003
